"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GALNT10",288.251416296112,0.206282227840723,0.0943917688039767,2.18538364578282,0.02886072896285,0.237927849569735
"RPS18",2337.31496858477,0.211901092188169,0.052070365762825,4.06951418688619,4.71112710304714e-05,0.00191637492619345
"ENPP1",491.039142321254,0.212103516352985,0.0891583022622379,2.37895418565882,0.017361833660298,0.173843267241494
"TENM2",228.534115772454,0.21263938429781,0.0900722072206333,2.36076577736068,0.0182372449956845,0.17884359366902
"S100A6",3718.35065562226,0.215186621320576,0.0671394390521853,3.20507028891496,0.00135029501692365,0.0276911246754194
"PTP4A2",440.882136385828,0.216559756781084,0.0851190323279958,2.5441989982522,0.0109528665660401,0.128870740205188
"MAP4K4",239.33852181553,0.217894555874181,0.103357311273695,2.10816780340953,0.0350164771857726,0.266634086748316
"RPL37",572.207563019262,0.218432166065849,0.103097049086687,2.11870434702923,0.0341154607497082,0.262521336422459
"DDX17",284.643208516662,0.220329847808717,0.0816712153781067,2.69776624222712,0.00698064393021831,0.0958075947181794
"DNAJB1",669.359371519239,0.221695108267019,0.101936689296732,2.17483135656561,0.0296427563825606,0.241477157725128
"FAT1",451.291920300044,0.223827099819749,0.0963208756540291,2.32376520977347,0.0201380813103638,0.190290201993974
"P4HA2",298.150320115276,0.224152715909043,0.0918753467001698,2.43974824541945,0.0146975005683184,0.157438837693002
"PSAP",1716.48465757472,0.224857952855204,0.0708927418441169,3.17180499732447,0.00151494695015027,0.0301187041568459
"MYL9",407.829395823833,0.225179131153216,0.105555618801344,2.13327470115072,0.0329021982906564,0.25653756876561
"PXDN",730.36308768981,0.225370630323726,0.0648452616163659,3.47551424276844,0.000509874916910084,0.0129468443994047
"KLF6",313.897407667154,0.225379953822332,0.107864944543106,2.08946432760889,0.0366659458541072,0.274870477531218
"RPS27",921.310827899848,0.226022539104875,0.08494870329285,2.66069439960362,0.00779796976204509,0.10244285648092
"HINT1",259.64453747576,0.226322460295955,0.0931750112508545,2.42900384188448,0.0151403718990974,0.159822043840938
"EIF3F",550.236308446549,0.226871944626122,0.0831782931492127,2.72753787119842,0.00638089325208979,0.0897680613826421
"IPO5",281.893289003706,0.22734411406529,0.0890599044797969,2.552710059518,0.0106888433839102,0.127475404858743
"CDV3",184.668872923097,0.228130600243928,0.111734019871537,2.0417291036894,0.0411784101702922,0.295881592193976
"MYH9",1261.11194567483,0.22891112139839,0.0518896916780646,4.41149511580463,1.02659270496432e-05,0.000526757070107419
"RPL30",784.715932187472,0.231414112516665,0.0632179876123087,3.66057385337601,0.000251651003688613,0.00740932455146044
"FXYD5",342.683279465567,0.231673883983278,0.0857918517777357,2.7004182702978,0.00692523499195246,0.0953559798517372
"AEBP1",442.806338578417,0.231985025152591,0.106898959517428,2.17013361214961,0.0299967255303907,0.24250058361479
"DLC1",322.974446954078,0.232085135609506,0.0909662463828491,2.55133244294517,0.0107311910374737,0.127475416301056
