"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling",31,0.398738699902195,1.36357979247658,0.0902654867256637,0.680288142918888,0.652125054026797,612,"tags=61%, list=33%, signal=42%","CTH/TNFRSF10B/ALPK1/BCL10/PIM2/TRAF4/EDA2R/TRIM22/FYN/TFRC/TRIM6/TRIM52/TRIM25/HMOX1/C18orf32/RIOK3/TRIM8/BIRC2/RBCK1"
"GO:0009607","GO:0009607","response to biotic stimulus",165,0.265349597179302,1.25150710966175,0.0903328050713154,0.680288142918888,0.652125054026797,221,"tags=16%, list=12%, signal=16%","RAB43/DDIT4/ZDHHC11/DDIT3/ANKRD1/ULBP1/HPX/SLC7A5/POU2F2/PCK2/MAPK11/TXNIP/TNFRSF10B/PMAIP1/ARHGEF2/GRAMD4/CEBPB/ABCA1/ALPK1/CEBPG/BCL10/KLF4/PIM2/CYBA/TRAF4/MAP3K5/TRIM22"
"GO:0035270","GO:0035270","endocrine system development",14,-0.498688627854868,-1.44272795500132,0.0942982456140351,0.681698485845951,0.653477010498597,27,"tags=43%, list=1%, signal=43%","CRKL/PDGFRA/SALL1/SIX1/CYP1B1/PCSK1"
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation",14,-0.49793825165659,-1.44055708392556,0.0942982456140351,0.681698485845951,0.653477010498597,117,"tags=21%, list=6%, signal=20%","CORO1A/NFATC2/HLA-DPB1"
"GO:0060395","GO:0060395","SMAD protein signal transduction",14,0.512530844624657,1.4308692809308,0.0915750915750916,0.681698485845951,0.653477010498597,5,"tags=14%, list=0%, signal=14%","INHBE/GDF15"
"GO:0001776","GO:0001776","leukocyte homeostasis",18,0.476012950652785,1.43071863779915,0.0920810313075506,0.681698485845951,0.653477010498597,251,"tags=44%, list=14%, signal=39%","SLC7A11/TSC22D3/LAT/PMAIP1/IL20RB/BCL10/FAS/BAX"
"GO:0001889","GO:0001889","liver development",20,0.454086240729842,1.39538397463861,0.0935779816513762,0.681698485845951,0.653477010498597,371,"tags=40%, list=20%, signal=32%","SLC7A5/PCK2/CEBPB/CEBPG/E2F7/PKD1/XBP1/SRD5A1"
"GO:0061008","GO:0061008","hepaticobiliary system development",20,0.454086240729842,1.39538397463861,0.0935779816513762,0.681698485845951,0.653477010498597,371,"tags=40%, list=20%, signal=32%","SLC7A5/PCK2/CEBPB/CEBPG/E2F7/PKD1/XBP1/SRD5A1"
"GO:0002064","GO:0002064","epithelial cell development",28,0.417467521375262,1.39149822371784,0.0918918918918919,0.681698485845951,0.653477010498597,291,"tags=29%, list=16%, signal=24%","SFN/SLC4A5/VEGFA/ATF4/EPAS1/TMEM79/AR/PLCB1"
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process",38,0.387722039720561,1.37684167865236,0.0918727915194346,0.681698485845951,0.653477010498597,160,"tags=18%, list=9%, signal=17%","DDIT4/SESN2/ITPKA/PCK2/NUPR1/PMAIP1/GOT1"
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway",27,-0.399517298438335,-1.37607697669782,0.0933333333333333,0.681698485845951,0.653477010498597,52,"tags=33%, list=3%, signal=33%","CRKL/APPL2/LPXN/LIMK1/ADA/RAB7B/NR4A3/NFATC2/HLA-DPB1"
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway",27,-0.399517298438335,-1.37607697669782,0.0933333333333333,0.681698485845951,0.653477010498597,52,"tags=33%, list=3%, signal=33%","CRKL/APPL2/LPXN/LIMK1/ADA/RAB7B/NR4A3/NFATC2/HLA-DPB1"
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation",37,-0.372225665791047,-1.37350948746908,0.0944700460829493,0.681698485845951,0.653477010498597,117,"tags=14%, list=6%, signal=13%","CORO1A/MAP3K8/CCL2/NFATC2/HLA-DPB1"
"GO:0006793","GO:0006793","phosphorus metabolic process",340,0.235092568647219,1.20647117507016,0.0926470588235294,0.681698485845951,0.653477010498597,435,"tags=27%, list=23%, signal=25%","INHBE/GDF15/DDIT4/SFN/PHEX/ADM2/GUCA1B/ACSBG1/SESN2/TRIB3/MYH3/CDKN1A/ITPKA/HPX/VEGFA/VLDLR/MKNK2/MAPK11/ZBED3/MOCOS/LAT/NUPR1/NIBAN1/TNFRSF10B/PIP5KL1/RPS6KA5/ARHGEF2/PANK1/SPDYE2B/MEX3B/ALDH1L2/CEPT1/DUSP5/PLK3/ALPK1/BCL10/RCAN1/FAS/PIM2/GADD45A/PSPH/TRAF4/PIM3/DLG1/BORA/DYRK1B/MAP3K5/SGPP1/DGKE/FYN/RRM2B/BAX/SLC27A1/SEMA7A/AR/CNEP1R1/LONP1/GPCPD1/TFRC/PLCB1/PKD1/PDCD4/PFKFB3/GRB10/ERP29/PTP4A1/TTK/TRIM6/DBNDD2/CCNG2/CDK1/PC/GFPT1/INCENP/BTBD10/NEK2/INPP5B/PPP1R15A/PPP3CC/CDC42BPA/PLXNB2/TLK1/DGKA/NKX3-1/CCNG1/PAN3/UAP1/TTBK2/OGT/ERRFI1/DDR2"
"GO:0019220","GO:0019220","regulation of phosphate metabolic process",183,0.260514739552707,1.24840906545886,0.0956112852664577,0.682796454437358,0.654529524546422,299,"tags=20%, list=16%, signal=19%","INHBE/GDF15/DDIT4/SFN/GUCA1B/SESN2/TRIB3/CDKN1A/HPX/VEGFA/VLDLR/ZBED3/LAT/NUPR1/NIBAN1/TNFRSF10B/PIP5KL1/ARHGEF2/SPDYE2B/BCL10/RCAN1/FAS/GADD45A/TRAF4/DLG1/BORA/MAP3K5/FYN/BAX/SLC27A1/SEMA7A/AR/CNEP1R1/LONP1/TFRC/PKD1/PDCD4"
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process",183,0.260514739552707,1.24840906545886,0.0956112852664577,0.682796454437358,0.654529524546422,299,"tags=20%, list=16%, signal=19%","INHBE/GDF15/DDIT4/SFN/GUCA1B/SESN2/TRIB3/CDKN1A/HPX/VEGFA/VLDLR/ZBED3/LAT/NUPR1/NIBAN1/TNFRSF10B/PIP5KL1/ARHGEF2/SPDYE2B/BCL10/RCAN1/FAS/GADD45A/TRAF4/DLG1/BORA/MAP3K5/FYN/BAX/SLC27A1/SEMA7A/AR/CNEP1R1/LONP1/TFRC/PKD1/PDCD4"
"GO:0051246","GO:0051246","regulation of protein metabolic process",340,0.234239751560541,1.20209460443416,0.0955882352941176,0.682796454437358,0.654529524546422,493,"tags=29%, list=27%, signal=26%","INHBE/GDF15/CHAC1/DDIT4/SFN/SESN2/TRIB3/CDKN1A/BTG2/SLC6A9/HPX/VEGFA/VLDLR/MKNK2/MDM2/BBC3/ZBED3/CYFIP2/ARRDC4/LAT/ZNF385A/NUPR1/NIBAN1/TNFRSF10B/PIP5KL1/ATF4/PMAIP1/ARHGEF2/GRAMD4/SPDYE2B/KLF2/PLK3/HERPUD1/EIF4EBP1/BCL10/NCOA7/SREBF1/RCAN1/KLF4/FAS/GADD45A/TRAF4/DLG1/BORA/MAP3K5/EPAS1/RPS6KA2/FYN/BAX/SLC27A1/SEMA7A/CNEP1R1/LONP1/RHBDF2/SHMT2/TFRC/PLCB1/PKD1/PDCD4/EIF1B/LARP6/RNF41/CASP9/EIF1/UBE2C/ERP29/TTK/SERPINE1/TRIM6/DBNDD2/CCNG2/INCENP/JDP2/INPP5B/CPEB2/PPP1R15A/ARRDC3/PLXNB2/PAWR/RPS27L/NKX3-1/CCNG1/PAN3/OGT/ERRFI1/DDR2/SERPINB8/CRY1/RAP2B/FGF2/SH3BP5L/YBX3/TP53/TOB1/DCP2/KIF14/IQGAP3/FBXO22/PRKAG2/APP"
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation",15,-0.482194337770845,-1.42473151281876,0.0969827586206897,0.690210629221472,0.66163676165173,117,"tags=20%, list=6%, signal=19%","CORO1A/NFATC2/HLA-DPB1"
"GO:0060537","GO:0060537","muscle tissue development",44,0.377362673098829,1.39303012647583,0.0977312390924956,0.693155466303282,0.664459686115526,327,"tags=30%, list=18%, signal=25%","BTG2/ANKRD1/ATF3/VEGFA/MAPK11/NUPR1/MSC/RCAN1/DLG1/FHL2/GPCPD1/IFRD1/GPC1"
"GO:0007369","GO:0007369","gastrulation",22,-0.430427332672771,-1.41948527789216,0.1,0.694874700226618,0.666107745877863,436,"tags=55%, list=24%, signal=42%","ATOH8/COL8A1/PHLDB1/DKK1/WLS/PLPP3/CTR9/KIF16B/INHBA/SNAI1/DUSP2/NR4A3"
"GO:0008306","GO:0008306","associative learning",10,0.555224518065266,1.40778881726287,0.100917431192661,0.694874700226618,0.666107745877863,54,"tags=20%, list=3%, signal=20%","BTG2/SLC7A11"
"GO:0045927","GO:0045927","positive regulation of growth",21,0.447605233539687,1.40284548324248,0.0992779783393502,0.694874700226618,0.666107745877863,462,"tags=38%, list=25%, signal=29%","SFN/VEGFA/CYBA/SEMA7A/PLCB1/CDK1/FGF2/YBX3"
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway",20,-0.434309813440118,-1.40152027930794,0.0984682713347921,0.694874700226618,0.666107745877863,22,"tags=25%, list=1%, signal=25%","CRKL/LPXN/ADA/NFATC2/HLA-DPB1"
"GO:0071230","GO:0071230","cellular response to amino acid stimulus",26,0.420136524063437,1.37290185794001,0.100182149362477,0.694874700226618,0.666107745877863,316,"tags=31%, list=17%, signal=26%","SESN2/SLC7A5/CEBPB/CYBA/SESN3/FYN/XBP1/SESN1"
"GO:0006935","GO:0006935","chemotaxis",60,-0.318987028349944,-1.31995996429396,0.100985221674877,0.694874700226618,0.666107745877863,159,"tags=22%, list=9%, signal=20%","F3/NECTIN1/ETV1/DOCK2/PLXNA4/CORO1A/MYPN/PREX1/FGF7/CCL2/CXCL6/TNFRSF11A/ITGA9"
"GO:0042330","GO:0042330","taxis",60,-0.318987028349944,-1.31995996429396,0.100985221674877,0.694874700226618,0.666107745877863,159,"tags=22%, list=9%, signal=20%","F3/NECTIN1/ETV1/DOCK2/PLXNA4/CORO1A/MYPN/PREX1/FGF7/CCL2/CXCL6/TNFRSF11A/ITGA9"
"GO:0006979","GO:0006979","response to oxidative stress",84,0.310878790365429,1.30153734625264,0.100993377483444,0.694874700226618,0.666107745877863,584,"tags=49%, list=31%, signal=35%","SESN2/SLC7A11/TXNIP/ATF4/KLF2/BTG1/ZNF277/TP53INP1/PLK3/NCOA7/RCAN1/MAP3K5/MAP1LC3A/SESN3/EPAS1/ETV5/STC2/FYN/RRM2B/LONP1/LIAS/SESN1/GAS5/CDK1/CPEB2/BNIP3/PYROXD1/PAWR/DDR2/RHOB/TP53/FANCD2/APP/HMOX1/PTGS1/ADAM9/MELK/PRNP/PYCR1/ATP13A2/ATF2"
"GO:0006812","GO:0006812","monoatomic cation transport",84,0.310758844964682,1.30103517812981,0.100993377483444,0.694874700226618,0.666107745877863,292,"tags=26%, list=16%, signal=23%","SLC4A5/DDIT3/SLC6A9/HPX/SLC38A1/KCNG1/ATF4/ANK2/SLC3A2/SCN9A/CYBA/DLG1/BEST1/STC2/FYN/STAC/BAX/ORAI3/FGF14/TFRC/PLCB1/PKD1"
"GO:0043462","GO:0043462","regulation of ATP-dependent activity",10,-0.551512732791186,-1.42534936217559,0.102844638949672,0.6961986195529,0.667376856579211,315,"tags=50%, list=17%, signal=42%","MSH2/HSPA2/MSH6/UHRF1/MCM2"
"GO:0010507","GO:0010507","negative regulation of autophagy",11,0.54500720422651,1.41663444163128,0.107407407407407,0.6961986195529,0.667376856579211,496,"tags=55%, list=27%, signal=40%","SLC7A5/NUPR1/KDM4A/RNF41/TP53/HMOX1"
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",18,0.468181049056259,1.40717884215243,0.104972375690608,0.6961986195529,0.667376856579211,5,"tags=11%, list=0%, signal=11%","INHBE/GDF15"
"GO:0015698","GO:0015698","inorganic anion transport",14,0.503306424421972,1.40511680253687,0.106227106227106,0.6961986195529,0.667376856579211,208,"tags=36%, list=11%, signal=32%","SLC4A5/ATF4/SLC1A4/CEBPB/BEST1"
"GO:0033500","GO:0033500","carbohydrate homeostasis",18,0.467337091991495,1.40464221977607,0.104972375690608,0.6961986195529,0.667376856579211,309,"tags=33%, list=17%, signal=28%","SESN2/PCK2/CYBA/PIM3/SESN3/XBP1"
"GO:0042593","GO:0042593","glucose homeostasis",18,0.467337091991495,1.40464221977607,0.104972375690608,0.6961986195529,0.667376856579211,309,"tags=33%, list=17%, signal=28%","SESN2/PCK2/CYBA/PIM3/SESN3/XBP1"
"GO:0001505","GO:0001505","regulation of neurotransmitter levels",14,-0.485309356836837,-1.40402114029355,0.107456140350877,0.6961986195529,0.667376856579211,29,"tags=21%, list=2%, signal=21%","SLC29A1/SYT5/PPFIA3"
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion",17,0.471215013929725,1.39235928482216,0.103130755064457,0.6961986195529,0.667376856579211,337,"tags=35%, list=18%, signal=29%","DDIT3/BBC3/SREBF1/BAX/TIMM44/GRPEL2"
"GO:0060047","GO:0060047","heart contraction",21,0.440259767006125,1.37982395941572,0.106498194945848,0.6961986195529,0.667376856579211,230,"tags=33%, list=12%, signal=30%","ADM2/MDM2/ANK2/SREBF1/DLG1/EPAS1/RPS6KA2"
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade",25,0.424459129703786,1.3762124390624,0.106227106227106,0.6961986195529,0.667376856579211,299,"tags=36%, list=16%, signal=31%","VEGFA/FAS/GADD45A/TRAF4/DLG1/MAP3K5/EDA2R/PLCB1/PDCD4"
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade",25,0.424459129703786,1.3762124390624,0.106227106227106,0.6961986195529,0.667376856579211,299,"tags=36%, list=16%, signal=31%","VEGFA/FAS/GADD45A/TRAF4/DLG1/MAP3K5/EDA2R/PLCB1/PDCD4"
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",40,0.379536536170892,1.37331277600481,0.108581436077058,0.6961986195529,0.667376856579211,251,"tags=25%, list=14%, signal=22%","SFN/VEGFA/BBC3/PMAIP1/GRAMD4/BCL10/KLF4/FAS/MAP3K5/BAX"
"GO:0031507","GO:0031507","heterochromatin formation",11,-0.512130033263635,-1.37231926104426,0.108225108225108,0.6961986195529,0.667376856579211,582,"tags=73%, list=31%, signal=50%","DNMT1/KCNQ1OT1/ZNF445/DOT1L/LMNB2/BAHD1/CTR9/HELLS"
"GO:0072593","GO:0072593","reactive oxygen species metabolic process",34,0.391125019044879,1.36777521562939,0.104166666666667,0.6961986195529,0.667376856579211,316,"tags=29%, list=17%, signal=25%","DDIT4/SESN2/CDKN1A/PMAIP1/GADD45A/CYBA/FYN/AKR1C1/RNF41/SESN1"
"GO:0030323","GO:0030323","respiratory tube development",29,0.404244117739266,1.36328240560928,0.108581436077058,0.6961986195529,0.667376856579211,218,"tags=28%, list=12%, signal=25%","PHEX/VEGFA/SLC7A11/KLF2/SREBF1/TRAF4/RDH10/EPAS1"
"GO:0042692","GO:0042692","muscle cell differentiation",54,0.354191753665118,1.3604533916007,0.103448275862069,0.6961986195529,0.667376856579211,317,"tags=28%, list=17%, signal=24%","GDF15/MYH3/ANKRD1/VEGFA/MDM2/CTH/MAPK11/ANK2/RCAN1/DYRK1B/FHL2/SYNE1/PDCD4/XBP1/IFRD1"
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process",28,0.407531470232256,1.3583794855925,0.108108108108108,0.6961986195529,0.667376856579211,171,"tags=18%, list=9%, signal=16%","TRIB3/MDM2/NUPR1/PLK3/HERPUD1"
"GO:0017148","GO:0017148","negative regulation of translation",31,0.393000585975777,1.3439569763343,0.102654867256637,0.6961986195529,0.667376856579211,527,"tags=42%, list=28%, signal=31%","SESN2/BTG2/ATF4/EIF4EBP1/SHMT2/CPEB2/PAN3/TOB1/DCP2/PATL1/CPEB4/ENC1/IGF2BP2"
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation",71,0.32570967047547,1.31879438840098,0.103678929765886,0.6961986195529,0.667376856579211,333,"tags=25%, list=18%, signal=22%","ITPKA/VEGFA/VLDLR/CYFIP2/ZNF385A/KIF13B/RPS6KA5/ATF4/ROBO3/FLRT2/FYN/UNC5B/SEMA7A/AR/TSKU/IFRD1/CASP9/SPAST"
"GO:0002521","GO:0002521","leukocyte differentiation",58,-0.317950552999616,-1.31630826145648,0.107398568019093,0.6961986195529,0.667376856579211,222,"tags=17%, list=12%, signal=16%","ZBTB1/INHBA/DOCK2/ITGB8/MAFB/PREX1/PRXL2A/FZD9/TNFRSF11A/PPARGC1B"
"GO:1902531","GO:1902531","regulation of intracellular signal transduction",246,0.242733521511631,1.20738013474629,0.102290076335878,0.6961986195529,0.667376856579211,523,"tags=35%, list=28%, signal=29%","GDF15/DDIT4/SESN2/DDIT3/ANKRD1/ATF3/VEGFA/MDM2/CTH/BBC3/ZNF385A/NUPR1/PLEKHF1/TNFRSF10B/PMAIP1/ARHGEF2/RALGPS1/ARHGAP26/ABCA1/DUSP5/PLK3/PHLDA3/ALPK1/HERPUD1/BCL10/RCAN1/FAS/PIM2/GADD45A/TRAF4/DLG1/EPS8L2/MAP3K5/SESN3/EDA2R/TRIM22/FYN/RRM2B/BAX/FHL2/UNC5B/SEMA7A/AR/TFRC/PLCB1/PDCD4/AKR1C2/XBP1/KMT5A/RNF41/SESN1/SHOC2/ERP29/TRIM6/TRIM52/INCENP/GSDME/NENF/ARRDC3/PPP3CC/TRIM25/NKX3-1/BCL2L1/STMN3/OGT/ERRFI1/DDR2/WTIP/CRY1/FGF2/SGK1/YBX3/DYRK3/JCAD/TP53/TOB1/KIF14/IQGAP3/APP/HMOX1/C18orf32/DENND3/UACA/SERPINE2/USP15/WWC3"
"GO:0009888","GO:0009888","tissue development",249,0.24130561306005,1.20236203491722,0.107738998482549,0.6961986195529,0.667376856579211,327,"tags=22%, list=18%, signal=21%","KRT86/SFN/PHEX/SLC4A5/BTG2/ANKRD1/ATF3/VEGFA/PCK2/MDM2/SLC7A11/KRT81/MAPK11/TXNIP/PHGDH/TMEM59L/NUPR1/ASTN2/ATF4/AKNA/FST/KLF2/MSC/BTG1/CEBPB/DUSP5/KIF26B/BCL10/KRT7/RCAN1/KLF4/E2F7/RDH10/DLG1/DYRK1B/EDA2R/EPAS1/SGPP1/STC2/AKR1C1/TMEM79/BAX/FHL2/SEMA7A/AR/GPCPD1/TSKU/PLCB1/PKD1/PDCD4/AKR1C2/LIAS/XBP1/IFRD1/TUFT1/GPC1"
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process",25,-0.400360952386536,-1.36085172379011,0.109649122807018,0.698717948717949,0.669791888628454,466,"tags=48%, list=25%, signal=36%","GALT/EDEM3/DUT/ENTPD7/HYAL2/DCTPP1/ADA/CEMIP/PDE7B/CDA/UNG/HPSE"
"GO:0042325","GO:0042325","regulation of phosphorylation",165,0.26103657292225,1.23116496262545,0.109350237717908,0.698717948717949,0.669791888628454,373,"tags=25%, list=20%, signal=22%","INHBE/GDF15/DDIT4/SFN/SESN2/TRIB3/CDKN1A/HPX/VEGFA/VLDLR/ZBED3/LAT/NUPR1/NIBAN1/TNFRSF10B/PIP5KL1/ARHGEF2/SPDYE2B/BCL10/FAS/GADD45A/TRAF4/DLG1/BORA/MAP3K5/FYN/BAX/SLC27A1/SEMA7A/AR/LONP1/TFRC/PKD1/PDCD4/GRB10/ERP29/TTK/TRIM6/DBNDD2/CCNG2/INCENP/BTBD10"
"GO:0002237","GO:0002237","response to molecule of bacterial origin",42,-0.350517744946622,-1.33890598908251,0.110344827586207,0.698850574712644,0.669919024070775,42,"tags=21%, list=2%, signal=21%","AKAP12/SHPK/PENK/PTGS2/CCL2/CXCL6/PCSK1/TNFRSF11A/PTGER2"
"GO:0032496","GO:0032496","response to lipopolysaccharide",42,-0.350517744946622,-1.33890598908251,0.110344827586207,0.698850574712644,0.669919024070775,42,"tags=21%, list=2%, signal=21%","AKAP12/SHPK/PENK/PTGS2/CCL2/CXCL6/PCSK1/TNFRSF11A/PTGER2"
"GO:0034644","GO:0034644","cellular response to UV",20,0.446132755987588,1.37094331963432,0.111926605504587,0.703963260287843,0.674820050777845,328,"tags=40%, list=18%, signal=33%","CDKN1A/MAPK11/ATF4/TP53INP1/XPC/BAX/DDB2/CASP9"
"GO:0009166","GO:0009166","nucleotide catabolic process",12,-0.492189287717495,-1.36888068842714,0.112050739957717,0.703963260287843,0.674820050777845,380,"tags=75%, list=20%, signal=60%","CNP/SUCLG1/VCP/DUT/ENTPD7/DCTPP1/ADA/PDE7B/UNG"
"GO:0048545","GO:0048545","response to steroid hormone",58,-0.315349173850771,-1.30553860928101,0.112171837708831,0.703963260287843,0.674820050777845,106,"tags=14%, list=6%, signal=13%","CLDN4/AKR1C3/NR4A3/SSTR2/CYP1B1/PCSK1/PTGER2/PPARGC1B"
"GO:0016054","GO:0016054","organic acid catabolic process",24,0.425564755291482,1.37161411012798,0.113513513513514,0.704097299905683,0.67494854132106,160,"tags=25%, list=9%, signal=23%","SESN2/PCK2/SDSL/GPT2/ALDH1L2/GOT1"
"GO:0046395","GO:0046395","carboxylic acid catabolic process",24,0.425564755291482,1.37161411012798,0.113513513513514,0.704097299905683,0.67494854132106,160,"tags=25%, list=9%, signal=23%","SESN2/PCK2/SDSL/GPT2/ALDH1L2/GOT1"
"GO:1903825","GO:1903825","organic acid transmembrane transport",25,0.421103591481155,1.36533286758291,0.113553113553114,0.704097299905683,0.67494854132106,164,"tags=28%, list=9%, signal=26%","SLC6A9/SLC7A5/SLC7A11/SLC38A1/SLC1A4/SLC3A2/SLC35D2"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport",25,0.421103591481155,1.36533286758291,0.113553113553114,0.704097299905683,0.67494854132106,164,"tags=28%, list=9%, signal=26%","SLC6A9/SLC7A5/SLC7A11/SLC38A1/SLC1A4/SLC3A2/SLC35D2"
"GO:0006469","GO:0006469","negative regulation of protein kinase activity",27,0.405262122749047,1.34098076526788,0.114130434782609,0.705297915185975,0.676099452611629,29,"tags=11%, list=2%, signal=11%","SFN/TRIB3/CDKN1A"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",96,0.292932244749829,1.25724516017654,0.114427860696517,0.705297915185975,0.676099452611629,292,"tags=23%, list=16%, signal=20%","INHBE/GDF15/SESN2/CDKN1A/HPX/VEGFA/VLDLR/LAT/NIBAN1/TNFRSF10B/ARHGEF2/SPDYE2B/FAS/TRAF4/DLG1/BORA/MAP3K5/FYN/SLC27A1/SEMA7A/TFRC/PKD1"
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process",20,0.442796070324975,1.36068985391703,0.115596330275229,0.706500092199889,0.677251860981977,171,"tags=20%, list=9%, signal=18%","TRIB3/MDM2/PLK3/HERPUD1"
"GO:0002274","GO:0002274","myeloid leukocyte activation",20,-0.421640944365821,-1.36063776554919,0.115973741794311,0.706500092199889,0.677251860981977,232,"tags=30%, list=13%, signal=27%","SHPK/DOCK2/ITGB8/PREX1/NR4A3/CXCL6"
"GO:0043200","GO:0043200","response to amino acid",28,0.403119592400721,1.34367386215713,0.115315315315315,0.706500092199889,0.677251860981977,316,"tags=29%, list=17%, signal=24%","SESN2/SLC7A5/CEBPB/CYBA/SESN3/FYN/XBP1/SESN1"
"GO:0015031","GO:0015031","protein transport",197,0.251486003920655,1.21528872974361,0.115987460815047,0.706500092199889,0.677251860981977,292,"tags=18%, list=16%, signal=17%","RAB43/SFN/ZDHHC11/AP1S3/CDKN1A/ANKRD1/VLDLR/PCK2/SLC7A11/BBC3/TXNIP/MAMDC4/ARRDC4/KIF13B/ASTN2/ARHGEF2/ANK2/CLTCL1/NPIPA1/ABCA1/TMED9/PLK3/HERPUD1/SREBF1/XPOT/PIM3/AP1AR/FYN/ZMAT3/BAX/RAB2B/RHBDF2/TFRC/PLCB1/PKD1"
"GO:0005975","GO:0005975","carbohydrate metabolic process",66,0.326648948598471,1.30997196386243,0.116357504215852,0.706675634108588,0.677420135672468,118,"tags=14%, list=6%, signal=13%","DDIT4/SESN2/ITPKA/ATF3/PCK2/NUPR1/ATF4/PMAIP1/SLC3A2"
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling",25,0.419421222902404,1.3598781691134,0.117216117216117,0.707735664832239,0.678436282433405,612,"tags=68%, list=33%, signal=46%","CTH/TNFRSF10B/ALPK1/BCL10/PIM2/EDA2R/TRIM22/FYN/TFRC/TRIM6/TRIM52/TRIM25/HMOX1/C18orf32/TRIM8/BIRC2/RBCK1"
"GO:0044000","GO:0044000","movement in host",25,0.419377980429248,1.35973796520379,0.117216117216117,0.707735664832239,0.678436282433405,680,"tags=60%, list=37%, signal=39%","NECTIN4/SLC3A2/TRIM22/TFRC/TRIM6/CDK1/PC/SLC1A5/TRIM25/VPS37B/LAMP1/TRIM8/ARL8B/EPS15/TRIM59"
"GO:0071705","GO:0071705","nitrogen compound transport",248,0.239728103166567,1.19163273915029,0.117557251908397,0.707735664832239,0.678436282433405,292,"tags=18%, list=16%, signal=17%","RAB43/SFN/ZDHHC11/AP1S3/CDKN1A/ANKRD1/SLC6A9/HPX/SLC7A5/VLDLR/PCK2/SLC7A11/BBC3/TXNIP/MAMDC4/ARRDC4/SLC38A1/KIF13B/ASTN2/ARHGEF2/SLC1A4/ANK2/SLC3A2/CLTCL1/NPIPA1/ABCA1/TMED9/PLK3/SLC35D2/HERPUD1/SREBF1/XPOT/PIM3/SGPP1/AP1AR/FYN/ZMAT3/BAX/SLC27A1/RAB2B/RHBDF2/TFRC/PLCB1/PKD1"
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling",32,0.38906677333663,1.33503392321372,0.118374558303887,0.710590464485072,0.681172896906577,612,"tags=59%, list=33%, signal=40%","CTH/TNFRSF10B/ALPK1/BCL10/PIM2/TRAF4/EDA2R/TRIM22/FYN/TFRC/TRIM6/TRIM52/TRIM25/HMOX1/C18orf32/RIOK3/TRIM8/BIRC2/RBCK1"
"GO:0051701","GO:0051701","biological process involved in interaction with host",28,0.396919626132585,1.32300820169856,0.118918918918919,0.711795032026246,0.68232759683931,680,"tags=57%, list=37%, signal=37%","NECTIN4/SLC3A2/TRIM22/TFRC/TRIM6/CDK1/PC/SLC1A5/TRIM25/BCL2L1/VPS37B/LAMP1/TRIM8/ARL8B/EPS15/TRIM59"
"GO:0019218","GO:0019218","regulation of steroid metabolic process",10,-0.535000298780226,-1.38267403323735,0.12472647702407,0.71230423463972,0.682815719093503,168,"tags=40%, list=9%, signal=37%","SNAI1/LPCAT3/AKR1C3/INSIG1"
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization",10,0.544957717903057,1.38175703014404,0.122935779816514,0.71230423463972,0.682815719093503,489,"tags=60%, list=26%, signal=44%","BBC3/PMAIP1/BAX/BNIP3/TP53/VPS13D"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",10,-0.530121580292343,-1.37006529753374,0.12691466083151,0.71230423463972,0.682815719093503,706,"tags=90%, list=38%, signal=56%","CAD/TK1/IMPDH1/ATIC/PRPS1/AMPD2/DUT/ADA/CDA"
"GO:0070585","GO:0070585","protein localization to mitochondrion",18,0.454187019117163,1.36511797085822,0.125230202578269,0.71230423463972,0.682815719093503,337,"tags=33%, list=18%, signal=28%","DDIT3/BBC3/SREBF1/BAX/TIMM44/GRPEL2"
"GO:0034341","GO:0034341","response to type II interferon",14,0.488018728891023,1.3624370416193,0.126373626373626,0.71230423463972,0.682815719093503,43,"tags=14%, list=2%, signal=14%","RAB43/HPX"
