"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903672","GO:1903672","positive regulation of sprouting angiogenesis","2/306","28/18614",0.0769737543588811,0.463703722286317,0.425696138096021,"9314/7422",2
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","7/306","224/18614",0.0773706204780779,0.465290903840579,0.427153225942492,"6372/6347/8915/19/1051/8140/27063",7
"GO:0008360","GO:0008360","regulation of cell shape","5/306","138/18614",0.0777455218509132,0.46633787613479,0.428114382907421,"6347/11151/91584/1739/7422",5
"GO:0072163","GO:0072163","mesonephric epithelium development","4/306","98/18614",0.0782226941528961,0.46633787613479,0.428114382907421,"1739/55083/25789/7422",4
"GO:0072164","GO:0072164","mesonephric tubule development","4/306","98/18614",0.0782226941528961,0.46633787613479,0.428114382907421,"1739/55083/25789/7422",4
"GO:0007411","GO:0007411","axon guidance","7/306","225/18614",0.078795112504225,0.46633787613479,0.428114382907421,"84665/91584/23768/64221/9252/26999/7422",7
"GO:0097485","GO:0097485","neuron projection guidance","7/306","225/18614",0.078795112504225,0.46633787613479,0.428114382907421,"84665/91584/23768/64221/9252/26999/7422",7
"GO:0035725","GO:0035725","sodium ion transmembrane transport","6/306","181/18614",0.0788208999004567,0.46633787613479,0.428114382907421,"8671/1739/6335/6520/6536/57835",6
"GO:0048771","GO:0048771","tissue remodeling","6/306","181/18614",0.0788208999004567,0.46633787613479,0.428114382907421,"8200/133522/8792/338773/9464/4193",6
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","3/306","61/18614",0.0789762965206432,0.46633787613479,0.428114382907421,"3638/1649/57761",3
"GO:0051653","GO:0051653","spindle localization","3/306","61/18614",0.0789762965206432,0.46633787613479,0.428114382907421,"10253/1058/84327",3
"GO:0098900","GO:0098900","regulation of action potential","3/306","61/18614",0.0789762965206432,0.46633787613479,0.428114382907421,"1739/6335/287",3
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","6/306","182/18614",0.0804463136183567,0.46633787613479,0.428114382907421,"3638/8644/10162/157506/6720/57761",6
"GO:1905952","GO:1905952","regulation of lipid localization","6/306","182/18614",0.0804463136183567,0.46633787613479,0.428114382907421,"8792/5608/80820/10162/19/374887",6
"GO:0006721","GO:0006721","terpenoid metabolic process","4/306","99/18614",0.0805161593298739,0.46633787613479,0.428114382907421,"1545/8644/3157/157506",4
"GO:0019218","GO:0019218","regulation of steroid metabolic process","4/306","99/18614",0.0805161593298739,0.46633787613479,0.428114382907421,"3638/8644/10162/6720",4
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","4/306","99/18614",0.0805161593298739,0.46633787613479,0.428114382907421,"9709/9181/25946/4193",4
"GO:0032868","GO:0032868","response to insulin","8/306","272/18614",0.0810497159046446,0.46633787613479,0.428114382907421,"8792/3638/6720/2805/84327/5106/57761/83667",8
"GO:0050727","GO:0050727","regulation of inflammatory response","11/306","414/18614",0.0812631805095552,0.46633787613479,0.428114382907421,"8792/51704/79918/5740/3554/10162/9314/1051/53833/80709/26471",11
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","5/306","140/18614",0.0815213420798974,0.46633787613479,0.428114382907421,"5732/576/22859/19/79924",5
"GO:1904019","GO:1904019","epithelial cell apoptotic process","5/306","140/18614",0.0815213420798974,0.46633787613479,0.428114382907421,"6347/1870/8644/9464/26471",5
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","7/306","227/18614",0.0816897740161536,0.46633787613479,0.428114382907421,"133522/8792/84293/9935/3696/1051/7422",7
"GO:0046777","GO:0046777","protein autophosphorylation","7/306","227/18614",0.0816897740161536,0.46633787613479,0.428114382907421,"23178/9625/415116/11040/84206/2872/7422",7
"GO:0001773","GO:0001773","myeloid dendritic cell activation","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"3696/1794",2
"GO:0006656","GO:0006656","phosphatidylcholine biosynthetic process","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"10162/10390",2
"GO:0015732","GO:0015732","prostaglandin transport","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"8792/5608",2
"GO:0015813","GO:0015813","L-glutamate transmembrane transport","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"6509/23657",2
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"8013/26471",2
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"10253/157506",2
"GO:0065005","GO:0065005","protein-lipid complex assembly","2/306","29/18614",0.081807449982539,0.46633787613479,0.428114382907421,"10162/19",2
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","3/306","62/18614",0.0820286519111715,0.46633787613479,0.428114382907421,"4773/1794/9518",3
"GO:0033013","GO:0033013","tetrapyrrole metabolic process","3/306","62/18614",0.0820286519111715,0.46633787613479,0.428114382907421,"166785/3263/6536",3
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","3/306","62/18614",0.0820286519111715,0.46633787613479,0.428114382907421,"5740/9314/10365",3
"GO:0046902","GO:0046902","regulation of mitochondrial membrane permeability","3/306","62/18614",0.0820286519111715,0.46633787613479,0.428114382907421,"8326/5366/27113",3
"GO:0140253","GO:0140253","cell-cell fusion","3/306","62/18614",0.0820286519111715,0.46633787613479,0.428114382907421,"4773/1794/9518",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","6/306","183/18614",0.082090440351709,0.46633787613479,0.428114382907421,"23178/8671/5366/26471/83667/54541",6
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","4/306","100/18614",0.0828427173265215,0.469083438368356,0.43063490448954,"1535/8915/9181/5452",4
"GO:0061326","GO:0061326","renal tubule development","4/306","100/18614",0.0828427173265215,0.469083438368356,0.43063490448954,"1739/55083/25789/7422",4
"GO:0019318","GO:0019318","hexose metabolic process","7/306","228/18614",0.0831599115263829,0.470116323183182,0.431583128658631,"4122/2805/5366/468/5106/467/83667",7
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","8/306","274/18614",0.0837097089679671,0.472458681036034,0.433733494601526,"6347/79968/1739/144455/9314/1263/4193/1026",8
"GO:0010573","GO:0010573","vascular endothelial growth factor production","3/306","63/18614",0.0851312382256285,0.47702238604043,0.437923134456479,"1545/10855/468",3
"GO:0033363","GO:0033363","secretory granule organization","3/306","63/18614",0.0851312382256285,0.47702238604043,0.437923134456479,"19/25946/130340",3
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","3/306","63/18614",0.0851312382256285,0.47702238604043,0.437923134456479,"8200/9518/83729",3
"GO:0070542","GO:0070542","response to fatty acid","3/306","63/18614",0.0851312382256285,0.47702238604043,0.437923134456479,"5122/8644/6720",3
"GO:0070167","GO:0070167","regulation of biomineral tissue development","4/306","101/18614",0.0852021062222442,0.47702238604043,0.437923134456479,"8326/338773/1051/468",4
"GO:0001889","GO:0001889","liver development","5/306","142/18614",0.0853932143679556,0.47732617262088,0.438202021098719,"144455/1054/1051/5106/8140",5
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","11/306","419/18614",0.0866327904370914,0.477915994169815,0.438743497786268,"8200/6347/8013/2252/29128/1739/1535/687/26471/7422/2810",11
"GO:0021602","GO:0021602","cranial nerve morphogenesis","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"91584/9935",2
"GO:0051938","GO:0051938","L-glutamate import","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"6509/23657",2
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"4773/9518",2
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"3554/9252",2
"GO:0090312","GO:0090312","positive regulation of protein deacetylation","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"6720/7422",2
"GO:0090382","GO:0090382","phagosome maturation","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"11151/339122",2
"GO:0097421","GO:0097421","liver regeneration","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"1051/8140",2
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","2/306","30/18614",0.0867318877034096,0.477915994169815,0.438743497786268,"10253/7422",2
"GO:0001823","GO:0001823","mesonephros development","4/306","102/18614",0.0875940547091765,0.48039003588932,0.441014754096847,"1739/55083/25789/7422",4
"GO:0042472","GO:0042472","inner ear morphogenesis","4/306","102/18614",0.0875940547091765,0.48039003588932,0.441014754096847,"51168/3638/10253/9935",4
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","4/306","102/18614",0.0875940547091765,0.48039003588932,0.441014754096847,"10253/9314/9242/1491",4
"GO:0045143","GO:0045143","homologous chromosome segregation","3/306","64/18614",0.0882832115531865,0.481143502964866,0.441706463067094,"11144/898/9134",3
"GO:0045453","GO:0045453","bone resorption","3/306","64/18614",0.0882832115531865,0.481143502964866,0.441706463067094,"133522/8792/338773",3
"GO:0050918","GO:0050918","positive chemotaxis","3/306","64/18614",0.0882832115531865,0.481143502964866,0.441706463067094,"2252/11151/7422",3
"GO:0051055","GO:0051055","negative regulation of lipid biosynthetic process","3/306","64/18614",0.0882832115531865,0.481143502964866,0.441706463067094,"3638/8644/57761",3
"GO:0006006","GO:0006006","glucose metabolic process","6/306","187/18614",0.0888531712045764,0.483494323184965,0.443864597757322,"2805/5366/468/5106/467/83667",6
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","4/306","103/18614",0.0900182823783693,0.488547924261018,0.448503979237692,"10253/9314/9242/1491",4
"GO:0002040","GO:0002040","sprouting angiogenesis","6/306","188/18614",0.0905901534369731,0.488547924261018,0.448503979237692,"1870/144455/9314/10365/374887/7422",6
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","6/306","188/18614",0.0905901534369731,0.488547924261018,0.448503979237692,"2252/10253/1739/157506/25789/7422",6
"GO:0061008","GO:0061008","hepaticobiliary system development","5/306","145/18614",0.0913792194906048,0.488547924261018,0.448503979237692,"144455/1054/1051/5106/8140",5
"GO:0046888","GO:0046888","negative regulation of hormone secretion","3/306","65/18614",0.0914837155682366,0.488547924261018,0.448503979237692,"94121/415116/6720",3
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","3/306","65/18614",0.0914837155682366,0.488547924261018,0.448503979237692,"5740/9314/10365",3
"GO:0010667","GO:0010667","negative regulation of cardiac muscle cell apoptotic process","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"9464/26471",2
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"1647/54541",2
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"10855/338773",2
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"11151/53833",2
"GO:0070293","GO:0070293","renal absorption","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"8644/1364",2
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"83999/9314",2
"GO:0071276","GO:0071276","cellular response to cadmium ion","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"8644/4494",2
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential","2/306","31/18614",0.0917428011441992,0.488547924261018,0.448503979237692,"1739/287",2
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","7/306","234/18614",0.092298664189078,0.490199173276099,0.450019883240552,"5732/6752/2774/576/22859/19/79924",7
"GO:0014896","GO:0014896","muscle hypertrophy","4/306","104/18614",0.0924745000044934,0.490199173276099,0.450019883240552,"8013/9464/9682/1535",4
"GO:0070252","GO:0070252","actin-mediated cell contraction","4/306","104/18614",0.0924745000044934,0.490199173276099,0.450019883240552,"70/1739/287/4621",4
"GO:0002440","GO:0002440","production of molecular mediator of immune response","9/306","328/18614",0.093090972036438,0.490744769358385,0.450520759412183,"3115/8013/51704/7374/3554/8915/4189/8140/3263",9
"GO:0010508","GO:0010508","positive regulation of autophagy","5/306","146/18614",0.093421596001711,0.490744769358385,0.450520759412183,"11040/1263/94241/79156/83667",5
"GO:0035107","GO:0035107","appendage morphogenesis","5/306","146/18614",0.093421596001711,0.490744769358385,0.450520759412183,"8200/9464/157506/3899/4621",5
"GO:0035108","GO:0035108","limb morphogenesis","5/306","146/18614",0.093421596001711,0.490744769358385,0.450520759412183,"8200/9464/157506/3899/4621",5
"GO:0045598","GO:0045598","regulation of fat cell differentiation","5/306","146/18614",0.093421596001711,0.490744769358385,0.450520759412183,"3638/1051/25946/1649/57761",5
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","5/306","146/18614",0.093421596001711,0.490744769358385,0.450520759412183,"8013/8671/157506/6720/5366",5
"GO:0060348","GO:0060348","bone development","7/306","235/18614",0.0938745223585133,0.492382457122548,0.452024213715231,"5608/3638/338773/139285/25946/5600/5251",7
"GO:0060537","GO:0060537","muscle tissue development","11/306","426/18614",0.0945094662952888,0.494647913889135,0.454103981787406,"57462/70/1739/1827/9242/26471/5600/7422/467/27063/7832",11
"GO:0006949","GO:0006949","syncytium formation","3/306","66/18614",0.0947318825911532,0.494647913889135,0.454103981787406,"4773/1794/9518",3
"GO:0031100","GO:0031100","animal organ regeneration","3/306","66/18614",0.0947318825911532,0.494647913889135,0.454103981787406,"8013/1051/8140",3
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","10/306","378/18614",0.095504968870905,0.49744345142777,0.45667038243701,"3115/6347/8013/1326/11151/1739/9314/8915/1051/53833",10
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"8644/5740",2
"GO:0031069","GO:0031069","hair follicle morphogenesis","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"2252/10468",2
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"468/8140",2
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"468/8140",2
"GO:0034694","GO:0034694","response to prostaglandin","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"5732/8644",2
"GO:0042558","GO:0042558","pteridine-containing compound metabolic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"160428/10797",2
"GO:0046457","GO:0046457","prostanoid biosynthetic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"8644/5740",2
"GO:0060055","GO:0060055","angiogenesis involved in wound healing","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"10855/7422",2
"GO:0060544","GO:0060544","regulation of necroptotic process","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"8326/9181",2
"GO:0071353","GO:0071353","cellular response to interleukin-4","2/306","32/18614",0.0968360388530549,0.49744345142777,0.45667038243701,"4171/11151",2
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","7/306","237/18614",0.097071141964649,0.497827510940737,0.457022962422055,"6372/6347/8915/19/1051/8140/27063",7
"GO:0002027","GO:0002027","regulation of heart rate","4/306","106/18614",0.0974817058407464,0.497827510940737,0.457022962422055,"6720/287/4193/79924",4
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","4/306","106/18614",0.0974817058407464,0.497827510940737,0.457022962422055,"8671/1739/26471/54541",4
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","4/306","106/18614",0.0974817058407464,0.497827510940737,0.457022962422055,"8671/1739/26471/54541",4
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","6/306","192/18614",0.0977214907132846,0.498322455567159,0.457477338796263,"51704/11040/8915/80216/8795/1491",6
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation","3/306","67/18614",0.0980268346109005,0.499149779741345,0.458236851150764,"8200/9518/83729",3
"GO:0051604","GO:0051604","protein maturation","9/306","332/18614",0.0984337307112638,0.500491038951732,0.459468173735867,"5122/745/9935/10162/1368/26999/79258/5251/79094",9
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","6/306","193/18614",0.0995498379387387,0.504207910850796,0.462880391359284,"9464/1739/9618/1647/355/7422",6
"GO:0051592","GO:0051592","response to calcium ion","5/306","149/18614",0.0996880145560436,0.504207910850796,0.462880391359284,"5122/6861/8644/10628/3706",5
"GO:0071456","GO:0071456","cellular response to hypoxia","5/306","149/18614",0.0996880145560436,0.504207910850796,0.462880391359284,"5740/1263/5366/4193/7422",5
"GO:0007265","GO:0007265","Ras protein signal transduction","9/306","333/18614",0.0997966471419436,0.504207910850796,0.462880391359284,"51209/10253/64787/19/9649/9181/27040/1026/9363",9
"GO:0030593","GO:0030593","neutrophil chemotaxis","4/306","107/18614",0.100032074056408,0.504207910850796,0.462880391359284,"3680/6372/6347/57580",4
"GO:0032526","GO:0032526","response to retinoic acid","4/306","107/18614",0.100032074056408,0.504207910850796,0.462880391359284,"9464/9314/6720/19",4
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","7/306","239/18614",0.100327372962429,0.504966633323164,0.463576924966522,"3115/4773/11151/1739/1051/53833/1026",7
"GO:0060562","GO:0060562","epithelial tube morphogenesis","9/306","334/18614",0.101170424786956,0.506120021628034,0.464635775528874,"56963/10253/9464/1739/157506/8915/55083/25789/7422",9
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","5/306","150/18614",0.101822780021213,0.506120021628034,0.464635775528874,"1545/8644/1535/1647/1026",5
"GO:0042326","GO:0042326","negative regulation of phosphorylation","10/306","383/18614",0.101824741069628,0.506120021628034,0.464635775528874,"10253/1647/138429/116496/26471/84327/1026/57761/2810/54541",10
"GO:0000096","GO:0000096","sulfur amino acid metabolic process","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"1491/23657",2
"GO:0010664","GO:0010664","negative regulation of striated muscle cell apoptotic process","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"9464/26471",2
"GO:0042573","GO:0042573","retinoic acid metabolic process","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"8644/157506",2
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"94241/26471",2
"GO:0048384","GO:0048384","retinoic acid receptor signaling pathway","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"8644/10365",2
"GO:1905476","GO:1905476","negative regulation of protein localization to membrane","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"8326/116372",2
"GO:2000191","GO:2000191","regulation of fatty acid transport","2/306","33/18614",0.10200756169854,0.506120021628034,0.464635775528874,"8792/5608",2
"GO:0043266","GO:0043266","regulation of potassium ion transport","4/306","108/18614",0.102613192796393,0.507680590743007,0.466068432230875,"1739/287/468/3755",4
"GO:0090398","GO:0090398","cellular senescence","4/306","108/18614",0.102613192796393,0.507680590743007,0.466068432230875,"5608/11179/5600/1026",4
"GO:0002697","GO:0002697","regulation of immune effector process","10/306","384/18614",0.103117364914087,0.509452363768179,0.467694981465114,"6372/8013/51704/3554/8915/4189/53833/8140/3263/80329",10
"GO:0097529","GO:0097529","myeloid leukocyte migration","7/306","241/18614",0.103642873643097,0.511324389345292,0.469413566027395,"3680/8792/6372/6347/57580/3554/7422",7
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","3/306","69/18614",0.104753535816728,0.514620187223589,0.472439223060767,"1545/8644/157506",3
"GO:0070830","GO:0070830","bicellular tight junction assembly","3/306","69/18614",0.104753535816728,0.514620187223589,0.472439223060767,"1364/1739/143098",3
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","3/306","69/18614",0.104753535816728,0.514620187223589,0.472439223060767,"1739/287/3755",3
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","6/306","196/18614",0.105142910799855,0.515482961468232,0.473231279812398,"9464/1739/9618/1647/355/7422",6
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","4/306","109/18614",0.105224732960258,0.515482961468232,0.473231279812398,"6347/8644/9464/26471",4
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","5/306","152/18614",0.106160352541918,0.518144044088373,0.475674246172389,"23178/5366/26471/83667/54541",5
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","9/306","338/18614",0.106773795670224,0.518144044088373,0.475674246172389,"387914/8326/51704/147495/84133/83999/139285/84327/1649",9
"GO:0043010","GO:0043010","camera-type eye development","9/306","338/18614",0.106773795670224,0.518144044088373,0.475674246172389,"1545/10253/1739/157506/9314/468/23657/7422/57835",9
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","7/306","243/18614",0.107017268316923,0.518144044088373,0.475674246172389,"3115/4773/11151/1739/1051/53833/1026",7
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"10253/1058",2
"GO:0006536","GO:0006536","glutamate metabolic process","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"2805/23657",2
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"91584/7422",2
"GO:0060074","GO:0060074","synapse maturation","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"22859/55638",2
"GO:0086004","GO:0086004","regulation of cardiac muscle cell contraction","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"1739/287",2
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","2/306","34/18614",0.107253440318751,0.518144044088373,0.475674246172389,"25946/4193",2
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","4/306","110/18614",0.107866358299004,0.52038431223641,0.477730890217033,"8326/51704/139285/84327",4
"GO:0034394","GO:0034394","protein localization to cell surface","3/306","70/18614",0.108183486014091,0.520474481678826,0.477813668899984,"2252/287/23245",3
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","3/306","70/18614",0.108183486014091,0.520474481678826,0.477813668899984,"8326/5366/138429",3
"GO:0071897","GO:0071897","DNA biosynthetic process","6/306","198/18614",0.108960824775191,0.523492227019099,0.480584064036727,"1545/51659/5427/9314/27063/1026",6
"GO:0019932","GO:0019932","second-messenger-mediated signaling","8/306","292/18614",0.109929983731526,0.527421985220854,0.48419171868718,"4773/100137049/576/1827/22859/287/27040/7422",8
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","11/306","439/18614",0.110247388887553,0.527435823788155,0.484204422973071,"10253/978/1647/138429/116496/26471/84327/1026/57761/2810/54541",11
"GO:0022604","GO:0022604","regulation of cell morphogenesis","7/306","245/18614",0.110450147870914,0.527435823788155,0.484204422973071,"6347/1364/11151/91584/1739/7422/3706",7
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","4/306","111/18614",0.11053772568496,0.527435823788155,0.484204422973071,"8326/5366/27113/2810",4
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/306","111/18614",0.11053772568496,0.527435823788155,0.484204422973071,"9709/1263/4193/57761",4
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","9/306","341/18614",0.111089433475858,0.528457127793826,0.485142015556741,"10253/1647/138429/116496/84327/1026/57761/2810/54541",9
"GO:0009410","GO:0009410","response to xenobiotic stimulus","11/306","440/18614",0.111517443602065,0.528457127793826,0.485142015556741,"4773/10309/5122/1545/5608/1535/6720/54498/120227/10628/27063",11
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","11/306","440/18614",0.111517443602065,0.528457127793826,0.485142015556741,"10253/978/1647/138429/116496/26471/84327/1026/57761/2810/54541",11
"GO:0033344","GO:0033344","cholesterol efflux","3/306","71/18614",0.111656625025684,0.528457127793826,0.485142015556741,"80820/19/374887",3
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","3/306","71/18614",0.111656625025684,0.528457127793826,0.485142015556741,"3115/54842/80329",3
"GO:0035137","GO:0035137","hindlimb morphogenesis","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"8200/3899",2
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"91947/57761",2
"GO:0060416","GO:0060416","response to growth hormone","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"5251/9518",2
"GO:0070528","GO:0070528","protein kinase C signaling","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"7422/27063",2
"GO:0070670","GO:0070670","response to interleukin-4","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"4171/11151",2
"GO:0071398","GO:0071398","cellular response to fatty acid","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"8644/6720",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/306","35/18614",0.112569852623513,0.528457127793826,0.485142015556741,"25946/4193",2
"GO:0030010","GO:0030010","establishment of cell polarity","5/306","155/18614",0.112834415702773,0.528987153187194,0.485628597294617,"10253/1794/1058/55083/143098",5
"GO:0060047","GO:0060047","heart contraction","7/306","247/18614",0.113941070354844,0.533458326708318,0.489733290030994,"5608/70/1739/6720/287/4193/79924",7
"GO:0097530","GO:0097530","granulocyte migration","5/306","156/18614",0.115103153636425,0.537058911716426,0.493038752245705,"3680/6372/6347/57580/3554",5
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","3/306","72/18614",0.115172037260289,0.537058911716426,0.493038752245705,"1739/1051/53833",3
"GO:0043954","GO:0043954","cellular component maintenance","3/306","72/18614",0.115172037260289,0.537058911716426,0.493038752245705,"91584/1739/3706",3
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","5/306","157/18614",0.117393624622891,0.546005279442335,0.501251828845842,"10253/1739/157506/25789/7422",5
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","2/306","36/18614",0.117953081348596,0.546005279442335,0.501251828845842,"54842/80329",2
"GO:0010613","GO:0010613","positive regulation of cardiac muscle hypertrophy","2/306","36/18614",0.117953081348596,0.546005279442335,0.501251828845842,"8013/9464",2
"GO:0033687","GO:0033687","osteoblast proliferation","2/306","36/18614",0.117953081348596,0.546005279442335,0.501251828845842,"10855/338773",2
"GO:0086005","GO:0086005","ventricular cardiac muscle cell action potential","2/306","36/18614",0.117953081348596,0.546005279442335,0.501251828845842,"1739/287",2
"GO:0002526","GO:0002526","acute inflammatory response","4/306","114/18614",0.118726751261982,0.546005279442335,0.501251828845842,"8792/1051/53833/26471",4
"GO:0019882","GO:0019882","antigen processing and presentation","4/306","114/18614",0.118726751261982,0.546005279442335,0.501251828845842,"3115/54842/80329/9363",4
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","4/306","114/18614",0.118726751261982,0.546005279442335,0.501251828845842,"1545/100137049/8644/5740",4
"GO:0045109","GO:0045109","intermediate filament organization","3/306","73/18614",0.11872880218762,0.546005279442335,0.501251828845842,"3855/3887/3892",3
"GO:0050766","GO:0050766","positive regulation of phagocytosis","3/306","73/18614",0.11872880218762,0.546005279442335,0.501251828845842,"6347/1794/1535",3
